"14825","6","0","181"
"105","8","0","99"
"14838","6","0","149"
"14837","8","0","259"
"390","8","0","349"
"389","8","0","199"
"13193","8","0","279"
"15505","6","0","319"
"14507","6","0","319"
"389","15","0","149"
"15374","6","0","59"
"14835","8","0","229"
"114","8","0","179"
"25","8","0","189"
"356","8","0","399"
"356","15","0","349"
"25","15","0","159"
"479","6","0","55"
"485","6","0","174"
"486","6","0","110"
"14364","6","0","529"
"61","6","0","219"
"15070","6","0","269"
"484","6","0","174"
"483","6","0","42"
"366","8","0","189"
"15034","6","0","38"
"366","15","0","159"
"472","6","0","42"
"216","6","0","17"
"64","20","0","199"
"14506","6","0","329"
"18","8","0","199"
"114","15","0","159"
"227","8","0","299"
"15504","8","0","400"
"384","8","0","259"
"18","15","0","149"
"300","8","0","129"
"384","15","0","179"
"227","15","0","249"
"105","15","0","79"
"108","15","0","109"
"108","8","0","129"
"162","8","0","219"
"162","15","0","179"
"110","8","0","159"
"110","6","0","139"
"435","6","0","219"
"779","6","0","219"
"434","6","0","219"
"882","6","0","155"
"439","6","0","155"
"883","6","0","110"
"436","6","0","189"
"13220","21","0","169"
"437","6","0","27"
"438","6","0","189"
"771","6","0","189"
"440","6","0","175"
"9164","6","0","289"
"432","6","0","175"
"14456","6","0","225"
"433","6","0","110"
"442","6","0","124"
"884","6","0","124"
"441","6","0","249"
"444","6","0","115"
"452","6","0","124"
"443","6","0","229"
"445","6","0","90"
"13560","15","0","499"
"453","8","0","349"
"13503","6","0","599"
"14273","8","0","215"
"14366","6","0","529"
"13501","15","0","199"
"13240","21","0","38"
"455","8","0","349"
"14271","6","0","249"
"457","8","0","249"
"13513","15","0","29"
"13512","21","0","38"
"459","8","0","349"
"14366","8","0","699"
"15169","8","0","149"
"14472","8","0","299"
"461","8","0","187"
"462","8","0","319"
"13505","6","0","599"
"13504","8","0","749"
"615","15","0","89"
"13230","21","0","38"
"13230","15","0","29"
"11516","8","0","215"
"467","8","0","219"
"14471","8","0","299"
"14471","6","0","249"
"470","6","0","119"
"470","8","0","159"
"217","6","0","124"
"15073","6","0","269"
"218","6","0","219"
"13817","6","0","139"
"473","6","0","199"
"474","6","0","99"
"476","6","0","99"
"475","6","0","139"
"477","6","0","42"
"478","6","0","99"
"480","6","0","165"
"481","6","0","110"
"487","6","0","115"
"505","6","0","124"
"506","6","0","189"
"13816","8","0","225"
"489","6","0","42"
"490","6","0","124"
"14365","6","0","529"
"507","6","0","124"
"649","20","0","199"
"15076","6","0","199"
"492","6","0","219"
"690","20","0","199"
"503","6","0","189"
"14364","8","0","699"
"493","6","0","199"
"494","6","0","99"
"496","6","0","99"
"495","6","0","139"
"497","6","0","42"
"498","6","0","115"
"499","6","0","99"
"500","6","0","55"
"704","20","0","199"
"501","6","0","165"
"502","6","0","110"
"504","6","0","17"
"508","6","0","42"
"509","6","0","174"
"510","6","0","189"
"14365","8","0","699"
"15370","7","0","99"
"239","6","0","99"
"239","8","0","129"
"28","6","0","229"
"235","8","0","449"
"31","6","0","289"
"31","8","0","379"
"511","6","0","259"
"511","8","0","339"
"242","6","0","119"
"242","8","0","159"
"29","6","0","199"
"512","15","0","329"
"512","8","0","449"
"14507","16","0","359"
"15122","6","0","55"
"14497","6","0","179"
"13437","8","0","0"
"513","8","0","449"
"13437","6","0","0"
"514","6","0","89"
"514","8","0","119"
"515","6","0","89"
"515","8","0","119"
"516","6","0","279"
"516","8","0","359"
"535","6","0","199"
"533","6","0","119"
"533","8","0","159"
"534","6","0","89"
"534","8","0","119"
"536","6","0","79"
"536","8","0","99"
"537","6","0","79"
"537","8","0","99"
"517","6","0","99"
"517","8","0","129"
"518","6","0","229"
"519","6","0","119"
"519","8","0","159"
"520","15","0","329"
"520","8","0","449"
"521","6","0","89"
"521","8","0","119"
"522","15","0","329"
"522","8","0","449"
"13424","6","0","55"
"523","6","0","289"
"523","8","0","379"
"524","6","0","259"
"524","8","0","339"
"15373","32","0","165"
"526","6","0","119"
"526","8","0","159"
"527","15","0","329"
"527","8","0","449"
"14514","6","0","319"
"528","6","0","279"
"528","8","0","359"
"529","6","0","99"
"529","8","0","119"
"15475","8","0","269"
"15475","6","0","229"
"531","6","0","199"
"532","6","0","199"
"543","6","0","139"
"543","8","0","179"
"544","6","0","139"
"544","8","0","179"
"545","6","0","149"
"545","8","0","199"
"546","6","0","139"
"546","8","0","179"
"547","6","0","139"
"547","8","0","179"
"538","6","0","139"
"538","8","0","179"
"539","6","0","139"
"539","8","0","179"
"541","6","0","139"
"541","8","0","179"
"542","6","0","139"
"542","8","0","179"
"540","6","0","149"
"540","8","0","199"
"549","6","0","35"
"550","6","0","45"
"13499","15","0","199"
"548","8","0","249"
"15366","8","0","349"
"549","8","0","79"
"15871","7","0","50"
"551","15","0","159"
"551","8","0","249"
"15079","8","0","265"
"15776","6","0","280"
"89","15","0","149"
"89","8","0","249"
"15079","6","0","179"
"554","6","0","35"
"14502","16","0","219"
"15245","6","0","85"
"555","8","0","229"
"15775","6","0","195"
"1023","33","0","65"
"552","15","0","159"
"552","8","0","229"
"15390","7","0","209"
"15871","8","0","76"
"553","15","0","149"
"553","8","0","209"
"15339","6","0","235"
"558","6","0","20"
"14657","6","0","76"
"556","8","0","289"
"14658","6","0","399"
"557","8","0","289"
"14650","8","0","669"
"559","8","0","289"
"9333","6","0","40"
"560","8","0","289"
"14642","8","0","329"
"250","8","0","289"
"561","6","0","20"
"14633","8","0","297"
"562","8","0","289"
"565","6","0","39"
"566","6","0","39"
"564","21","0","169"
"564","15","0","159"
"564","8","0","179"
"564","23","0","349"
"563","21","0","169"
"563","15","0","159"
"563","8","0","179"
"563","23","0","349"
"567","21","0","169"
"567","15","0","159"
"567","8","0","179"
"567","23","0","349"
"13797","8","0","225"
"576","8","0","219"
"14449","6","0","109"
"568","15","0","199"
"568","8","0","299"
"14449","8","0","150"
"569","15","0","199"
"569","8","0","299"
"570","6","0","139"
"570","8","0","179"
"571","6","0","139"
"571","8","0","179"
"14447","8","0","150"
"572","15","0","199"
"572","8","0","299"
"573","6","0","25"
"574","6","0","165"
"575","6","0","165"
"577","6","0","294"
"186","6","0","294"
"13797","6","0","149"
"39","8","0","219"
"49","6","0","165"
"578","15","0","199"
"578","8","0","299"
"578","9","0","449"
"14447","6","0","109"
"579","15","0","199"
"579","8","0","299"
"579","9","0","449"
"580","6","0","139"
"580","8","0","179"
"581","6","0","139"
"581","8","0","179"
"582","15","0","199"
"582","8","0","299"
"582","9","0","449"
"583","6","0","25"
"584","6","0","165"
"13796","8","0","129"
"13796","6","0","99"
"592","6","0","89"
"592","8","0","119"
"593","6","0","89"
"593","8","0","119"
"14637","6","0","238"
"589","15","0","249"
"589","8","0","349"
"591","15","0","249"
"591","8","0","349"
"594","15","0","249"
"594","8","0","349"
"585","21","0","289"
"585","15","0","249"
"585","8","0","299"
"585","23","0","499"
"13795","6","0","109"
"13794","8","0","149"
"323","21","0","289"
"323","15","0","249"
"323","8","0","299"
"323","23","0","499"
"344","6","0","109"
"344","8","0","149"
"586","6","0","109"
"586","8","0","149"
"587","21","0","289"
"587","15","0","249"
"587","8","0","299"
"587","23","0","499"
"9337","6","0","70"
"421","6","0","158"
"14764","6","0","239"
"596","15","0","149"
"596","8","0","199"
"15873","14","0","218"
"64","8","0","39"
"64","9","0","99"
"14591","32","0","159"
"229","15","0","329"
"229","8","0","449"
"14511","6","0","33"
"154","15","0","159"
"154","8","0","199"
"15385","6","0","95"
"14494","16","0","339"
"158","15","0","179"
"158","8","0","219"
"15385","32","0","129"
"26","15","0","159"
"26","8","0","199"
"302","15","0","119"
"302","8","0","139"
"14494","6","0","309"
"155","15","0","179"
"155","8","0","219"
"15391","6","0","119"
"14282","16","0","339"
"156","15","0","179"
"156","8","0","219"
"15391","7","0","129"
"109","15","0","119"
"109","8","0","139"
"116","15","0","159"
"116","8","0","179"
"113","15","0","179"
"113","8","0","239"
"13746","6","0","390"
"66","8","0","99"
"14489","6","0","390"
"161","15","0","179"
"161","8","0","239"
"15391","32","0","149"
"14254","8","0","199"
"153","15","0","159"
"153","8","0","209"
"14739","33","0","429"
"14488","8","0","415"
"165","15","0","179"
"165","8","0","239"
"15386","7","0","169"
"14799","6","0","255"
"111","8","0","159"
"111","15","0","139"
"112","15","0","159"
"112","8","0","179"
"301","8","0","129"
"301","15","0","109"
"14462","6","0","375"
"152","15","0","159"
"152","8","0","235"
"15386","32","0","199"
"14463","8","0","197"
"160","15","0","179"
"160","8","0","239"
"15387","6","0","85"
"14463","6","0","149"
"159","15","0","179"
"159","8","0","239"
"15387","7","0","95"
"106","15","0","79"
"14825","8","0","229"
"355","15","0","129"
"355","8","0","179"
"15503","6","0","350"
"14813","6","0","35"
"22","15","0","129"
"22","8","0","179"
"14672","8","0","147"
"24","15","0","119"
"24","8","0","149"
"14220","6","0","399"
"23","8","0","89"
"23","15","0","45"
"357","8","0","349"
"14808","8","0","369"
"19","15","0","129"
"19","8","0","179"
"15501","8","0","375"
"117","15","0","109"
"117","8","0","129"
"67","15","0","139"
"67","8","0","159"
"8570","8","0","39"
"14808","6","0","319"
"20","15","0","149"
"20","8","0","199"
"14807","8","0","369"
"385","8","0","139"
"14454","6","0","249"
"164","15","0","179"
"164","8","0","239"
"15373","7","0","149"
"14799","8","0","299"
"228","15","0","199"
"228","8","0","299"
"14457","8","0","119"
"14805","6","0","449"
"21","15","0","199"
"21","8","0","299"
"14804","8","0","209"
"27","15","0","139"
"27","8","0","159"
"107","8","0","129"
"107","15","0","109"
"14281","6","0","549"
"13456","6","0","75"
"63","8","0","349"
"13456","8","0","99"
"386","8","0","319"
"13282","0","0","40"
"65","8","0","99"
"65","15","0","79"
"68","15","0","179"
"68","8","0","199"
"230","15","0","249"
"230","8","0","349"
"157","15","0","159"
"157","8","0","209"
"14369","8","0","369"
"115","15","0","199"
"115","8","0","269"
"15372","6","0","65"
"104","15","0","79"
"14452","8","0","299"
"167","15","0","179"
"167","8","0","259"
"15387","32","0","115"
"15371","7","0","159"
"13457","8","0","59"
"387","8","0","289"
"14443","8","0","169"
"15750","8","0","538"
"154","0","0","19"
"388","8","0","199"
"686","19","0","359"
"163","15","0","179"
"163","8","0","239"
"15371","6","0","145"
"14617","6","0","235"
"14793","6","0","180"
"601","8","0","249"
"13483","8","0","349"
"13193","15","0","179"
"602","8","0","299"
"14281","8","0","669"
"603","8","0","249"
"604","8","0","199"
"605","8","0","199"
"606","8","0","219"
"13455","6","0","42"
"607","8","0","229"
"15373","6","0","125"
"13455","8","0","59"
"608","8","0","319"
"13457","6","0","42"
"609","8","0","219"
"13458","6","0","55"
"610","8","0","319"
"614","15","0","349"
"614","8","0","399"
"611","15","0","279"
"611","8","0","329"
"612","15","0","279"
"612","8","0","329"
"613","8","0","289"
"14817","8","0","322"
"13192","8","0","179"
"630","8","0","179"
"14817","6","0","294"
"11463","6","0","185"
"15758","6","0","513"
"13698","8","0","159"
"300","15","0","99"
"14816","8","0","322"
"632","8","0","199"
"15505","8","0","349"
"14835","6","0","181"
"633","15","0","199"
"633","8","0","249"
"14818","8","0","369"
"14833","6","0","188"
"634","15","0","149"
"634","8","0","199"
"14814","8","0","45"
"14831","6","0","279"
"635","15","0","129"
"635","8","0","179"
"14830","8","0","97"
"14591","27","0","130"
"636","15","0","329"
"636","8","0","449"
"14830","6","0","65"
"637","15","0","149"
"637","8","0","199"
"15503","8","0","425"
"14828","8","0","199"
"638","15","0","129"
"638","8","0","179"
"14828","6","0","149"
"14811","6","0","259"
"639","15","0","149"
"639","8","0","199"
"14810","8","0","249"
"14457","6","0","99"
"640","15","0","199"
"640","8","0","299"
"14800","6","0","255"
"15495","6","0","319"
"641","15","0","129"
"641","8","0","179"
"14357","6","0","79"
"642","15","0","349"
"642","8","0","399"
"14504","16","0","43"
"643","15","0","159"
"643","8","0","199"
"15385","7","0","105"
"644","8","0","289"
"645","15","0","249"
"645","8","0","349"
"13283","0","0","35"
"214","8","0","259"
"11533","6","0","118"
"15040","6","0","119"
"15041","6","0","72"
"370","8","0","299"
"15032","8","0","65"
"15042","6","0","72"
"15028","6","0","38"
"688","8","0","399"
"15041","8","0","99"
"14819","8","0","369"
"689","8","0","179"
"14819","6","0","319"
"15030","8","0","375"
"15757","6","0","513"
"690","8","0","39"
"690","9","0","99"
"15030","6","0","269"
"374","15","0","99"
"374","8","0","129"
"15033","8","0","375"
"15036","8","0","375"
"148","15","0","159"
"148","8","0","179"
"15036","6","0","269"
"14838","8","0","199"
"13052","8","0","299"
"691","8","0","199"
"15492","8","0","219"
"14837","6","0","225"
"359","8","0","199"
"15492","6","0","209"
"14836","8","0","199"
"13215","21","0","889"
"360","8","0","199"
"15491","8","0","375"
"13215","15","0","799"
"381","8","0","349"
"15369","7","0","149"
"139","15","0","79"
"139","8","0","99"
"142","15","0","109"
"142","8","0","129"
"14834","6","0","269"
"13214","21","0","889"
"692","8","0","249"
"14833","8","0","239"
"13213","21","0","589"
"210","8","0","219"
"144","15","0","139"
"144","8","0","159"
"14815","6","0","119"
"13213","15","0","499"
"693","8","0","199"
"14832","8","0","159"
"14832","6","0","125"
"13212","21","0","589"
"694","8","0","179"
"14842","8","0","549"
"14590","32","0","159"
"372","15","0","329"
"372","8","0","449"
"14590","27","0","130"
"695","15","0","329"
"695","8","0","449"
"14495","16","0","339"
"13212","15","0","499"
"202","8","0","199"
"15380","32","0","99"
"14495","6","0","309"
"696","8","0","199"
"15380","7","0","75"
"14276","16","0","339"
"15134","6","0","479"
"206","8","0","219"
"15380","6","0","65"
"80","15","0","159"
"80","8","0","199"
"376","15","0","119"
"376","8","0","139"
"697","8","0","329"
"14615","8","0","449"
"15136","8","0","459"
"698","8","0","249"
"14276","6","0","309"
"13211","6","0","499"
"203","8","0","219"
"15383","7","0","65"
"14275","16","0","339"
"13209","21","0","589"
"204","8","0","219"
"15379","7","0","229"
"143","15","0","119"
"143","8","0","139"
"150","15","0","159"
"150","8","0","179"
"147","15","0","179"
"147","8","0","239"
"13745","8","0","322"
"84","8","0","89"
"699","15","0","279"
"699","8","0","329"
"700","8","0","289"
"13165","15","0","17"
"701","15","0","259"
"701","8","0","289"
"13164","15","0","29"
"14487","6","0","179"
"13209","15","0","499"
"209","8","0","239"
"15379","6","0","205"
"13208","21","0","589"
"702","8","0","299"
"14252","8","0","159"
"13208","15","0","499"
"201","8","0","209"
"14280","16","0","339"
"14486","16","0","329"
"13207","21","0","589"
"213","8","0","239"
"15378","7","0","230"
"145","15","0","139"
"145","8","0","159"
"13053","15","0","199"
"13207","15","0","499"
"146","8","0","179"
"375","8","0","129"
"375","15","0","109"
"14829","6","0","397"
"13206","21","0","589"
"703","8","0","199"
"15493","8","0","400"
"14461","6","0","99"
"13206","15","0","499"
"200","8","0","235"
"15378","6","0","219"
"14459","8","0","279"
"208","8","0","239"
"15377","32","0","125"
"14459","6","0","225"
"13205","15","0","799"
"207","8","0","239"
"15377","7","0","99"
"140","15","0","79"
"15757","8","0","538"
"704","8","0","39"
"704","9","0","99"
"14826","8","0","199"
"13204","15","0","799"
"705","8","0","179"
"14826","6","0","149"
"14824","8","0","319"
"358","8","0","179"
"15493","6","0","325"
"14824","6","0","269"
"14740","6","0","349"
"364","8","0","179"
"14823","8","0","239"
"79","15","0","119"
"79","8","0","149"
"15111","6","0","375"
"13203","15","0","499"
"706","8","0","229"
"14218","6","0","399"
"13173","21","0","42"
"365","8","0","89"
"365","15","0","45"
"14738","6","0","349"
"377","8","0","349"
"14672","6","0","119"
"13202","15","0","499"
"707","8","0","199"
"14822","8","0","159"
"708","8","0","199"
"14809","8","0","249"
"14959","6","0","109"
"361","8","0","179"
"15486","8","0","349"
"151","15","0","109"
"151","8","0","129"
"368","15","0","139"
"368","8","0","159"
"13175","8","0","99"
"14806","6","0","449"
"13489","15","0","499"
"362","8","0","199"
"14805","8","0","529"
"709","8","0","199"
"378","8","0","139"
"13484","8","0","349"
"14451","6","0","249"
"14737","6","0","349"
"212","8","0","239"
"15377","6","0","89"
"710","8","0","219"
"14450","8","0","129"
"13174","21","0","49"
"371","8","0","299"
"14801","8","0","199"
"14450","6","0","99"
"711","15","0","199"
"711","8","0","299"
"14802","6","0","165"
"14803","6","0","180"
"14963","6","0","30"
"363","8","0","299"
"14802","8","0","199"
"712","8","0","229"
"15369","6","0","129"
"14356","6","0","79"
"14960","6","0","109"
"713","8","0","179"
"825","9","0","249"
"367","15","0","139"
"367","8","0","159"
"714","8","0","319"
"141","8","0","129"
"141","15","0","109"
"14493","6","0","36"
"13467","8","0","379"
"81","8","0","349"
"15368","32","0","125"
"379","8","0","319"
"715","8","0","219"
"83","8","0","99"
"83","15","0","79"
"369","15","0","179"
"13178","15","0","15"
"369","8","0","199"
"373","15","0","249"
"373","8","0","349"
"716","15","0","249"
"716","8","0","349"
"205","8","0","209"
"717","15","0","349"
"717","8","0","399"
"718","15","0","349"
"718","8","0","399"
"14367","8","0","289"
"149","15","0","199"
"149","8","0","269"
"15368","6","0","99"
"15144","8","0","897"
"13179","15","0","79"
"138","15","0","79"
"14458","8","0","189"
"14724","6","0","356"
"215","8","0","259"
"15376","32","0","109"
"14272","6","0","249"
"14848","6","0","269"
"380","8","0","249"
"14467","8","0","189"
"12746","8","0","289"
"14847","8","0","239"
"382","8","0","199"
"382","9","0","319"
"14438","8","0","699"
"14846","6","0","188"
"211","8","0","239"
"15376","7","0","89"
"14720","6","0","140"
"719","8","0","319"
"14506","16","0","359"
"182","15","0","179"
"182","8","0","259"
"15119","8","0","329"
"231","15","0","249"
"231","8","0","299"
"15132","6","0","280"
